,Name,Sex,Age,Team,NOC,Games,Year,Season,City,Sport,Event,Medal
1916,Mario Aerts,M,33.0,Belgium,BEL,2008 Summer,2008,Summer,Beijing,Cycling,"Cycling Men's Road Race, Individual",
1917,Sara Aerts,F,28.0,Belgium,BEL,2012 Summer,2012,Summer,London,Athletics,Athletics Women's Heptathlon,
1918,Andreas Aeschbach,M,22.0,Switzerland,SUI,1992 Summer,1992,Summer,Barcelona,Cycling,Cycling Men's Points Race,
1919,Marianne Aeschbacher,F,21.0,France,FRA,1992 Summer,1992,Summer,Barcelona,Synchronized Swimming,Synchronized Swimming Women's Solo,
1920,Marianne Aeschbacher,F,21.0,France,FRA,1992 Summer,1992,Summer,Barcelona,Synchronized Swimming,Synchronized Swimming Women's Duet,
1921,Marianne Aeschbacher,F,25.0,France,FRA,1996 Summer,1996,Summer,Atlanta,Synchronized Swimming,Synchronized Swimming Women's Team,
1922,Marita Aeschbacher,F,31.0,Switzerland,SUI,1972 Summer,1972,Summer,Munich,Equestrianism,"Equestrianism Mixed Dressage, Individual",
1923,Marita Aeschbacher,F,31.0,Switzerland,SUI,1972 Summer,1972,Summer,Munich,Equestrianism,"Equestrianism Mixed Dressage, Team",
1924,Frdric Charles Aeschlimann,M,27.0,Switzerland,SUI,1924 Summer,1924,Summer,Paris,Tennis,Tennis Men's Singles,
1925,Frdric Charles Aeschlimann,M,27.0,Switzerland-1,SUI,1924 Summer,1924,Summer,Paris,Tennis,Tennis Men's Doubles,
1928,Albert Aeschmann,M,23.0,Switzerland,SUI,1924 Summer,1924,Summer,Paris,Weightlifting,Weightlifting Men's Middleweight,
1929,Albert Aeschmann,M,27.0,Switzerland,SUI,1928 Summer,1928,Summer,Amsterdam,Weightlifting,Weightlifting Men's Lightweight,
1930,Albert Aeschmann,M,35.0,Switzerland,SUI,1936 Summer,1936,Summer,Berlin,Weightlifting,Weightlifting Men's Middleweight,
1931,Oscar Adolf Richard af Strm,M,44.0,Sweden,SWE,1912 Summer,1912,Summer,Stockholm,Equestrianism,"Equestrianism Men's Dressage, Individual",
1932,Paulus Reinhold af Uhr,M,20.0,Sweden,SWE,1912 Summer,1912,Summer,Stockholm,Athletics,Athletics Men's High Jump,
1933,Hamed Afagh Eslamieh,M,25.0,Iran,IRI,2008 Summer,2008,Summer,Beijing,Basketball,Basketball Men's Basketball,
1934,Brian O'Neill Afanador Prez,M,19.0,Puerto Rico,PUR,2016 Summer,2016,Summer,Rio de Janeiro,Table Tennis,Table Tennis Men's Singles,
1935,Nikolay Konstantinovich Afanasyev,M,30.0,Russia,RUS,1996 Summer,1996,Summer,Atlanta,Athletics,Athletics Men's Decathlon,
1936,Valery Yevgenyevich Afanasyev,M,23.0,Soviet Union,URS,1968 Summer,1968,Summer,Mexico City,Sailing,Sailing Mixed Three Person Keelboat,
1937,Kseniya Dmitriyevna Afanasyeva,F,16.0,Russia,RUS,2008 Summer,2008,Summer,Beijing,Gymnastics,Gymnastics Women's Individual All-Around,
1938,Kseniya Dmitriyevna Afanasyeva,F,16.0,Russia,RUS,2008 Summer,2008,Summer,Beijing,Gymnastics,Gymnastics Women's Team All-Around,
1939,Kseniya Dmitriyevna Afanasyeva,F,16.0,Russia,RUS,2008 Summer,2008,Summer,Beijing,Gymnastics,Gymnastics Women's Floor Exercise,
1940,Kseniya Dmitriyevna Afanasyeva,F,16.0,Russia,RUS,2008 Summer,2008,Summer,Beijing,Gymnastics,Gymnastics Women's Uneven Bars,
1941,Kseniya Dmitriyevna Afanasyeva,F,16.0,Russia,RUS,2008 Summer,2008,Summer,Beijing,Gymnastics,Gymnastics Women's Balance Beam,
1942,Kseniya Dmitriyevna Afanasyeva,F,20.0,Russia,RUS,2012 Summer,2012,Summer,London,Gymnastics,Gymnastics Women's Team All-Around,Silver
1943,Kseniya Dmitriyevna Afanasyeva,F,20.0,Russia,RUS,2012 Summer,2012,Summer,London,Gymnastics,Gymnastics Women's Floor Exercise,
1944,Kseniya Dmitriyevna Afanasyeva,F,20.0,Russia,RUS,2012 Summer,2012,Summer,London,Gymnastics,Gymnastics Women's Balance Beam,
1945,Yelena Aleksandrovna Afanasyeva (Vlasova-),F,30.0,Russia,RUS,1996 Summer,1996,Summer,Atlanta,Athletics,Athletics Women's 800 metres,
1946,Mustapha Afandi,M,26.0,Morocco,MAR,1984 Summer,1984,Summer,Los Angeles,Cycling,"Cycling Men's Road Race, Individual",
1947,Khairulnizam Mohd Afendy,M,19.0,Malaysia,MAS,2012 Summer,2012,Summer,London,Sailing,Sailing Men's One Person Dinghy,
1948,Khairulnizam Mohd Afendy,M,23.0,Malaysia,MAS,2016 Summer,2016,Summer,Rio de Janeiro,Sailing,Sailing Men's One Person Dinghy,
1949,Abel Aferalign,M,20.0,Ethiopia,ETH,2004 Summer,2004,Summer,Athina,Boxing,Boxing Men's Bantamweight,
1950,Jammal-ud-Din Affendi,M,28.0,Afghanistan,AFG,1936 Summer,1936,Summer,Berlin,Hockey,Hockey Men's Hockey,
1954,Franois Jacques Affolter,M,21.0,Switzerland,SUI,2012 Summer,2012,Summer,London,Football,Football Men's Football,
1955,Konrad Affolter,M,26.0,Switzerland,SUI,1980 Summer,1980,Summer,Moskva,Handball,Handball Men's Handball,
1956,Ahmed Afghan,M,18.0,Iran,IRI,1988 Summer,1988,Summer,Seoul,Wrestling,"Wrestling Men's Middleweight, Freestyle",
1959,Ahmed Afifi,M,28.0,Egypt,EGY,2016 Summer,2016,Summer,Rio de Janeiro,Volleyball,Volleyball Men's Volleyball,
1960,Gharib Afifi,M,,Egypt,EGY,1948 Summer,1948,Summer,London,Boxing,Boxing Men's Welterweight,
1961,Shimaa Afifi,F,19.0,Egypt,EGY,2000 Summer,2000,Summer,Sydney,Taekwondo,Taekwondo Women's Featherweight,
1965,Madjid Aflaki Khamesh,M,27.0,Iran,IRI,2000 Summer,2000,Summer,Sydney,Taekwondo,Taekwondo Men's Welterweight,
1966,Evelina Afoa,F,17.0,Samoa,SAM,2016 Summer,2016,Summer,Rio de Janeiro,Swimming,Swimming Women's 100 metres Backstroke,
1967,"Olabisi ""Bisi"" Afolabi",F,20.0,Nigeria,NGR,1996 Summer,1996,Summer,Atlanta,Athletics,Athletics Women's 400 metres,
1968,"Olabisi ""Bisi"" Afolabi",F,20.0,Nigeria,NGR,1996 Summer,1996,Summer,Atlanta,Athletics,Athletics Women's 4 x 400 metres Relay,Silver
1969,"Olabisi ""Bisi"" Afolabi",F,24.0,Nigeria,NGR,2000 Summer,2000,Summer,Sydney,Athletics,Athletics Women's 400 metres,
1970,"Olabisi ""Bisi"" Afolabi",F,24.0,Nigeria,NGR,2000 Summer,2000,Summer,Sydney,Athletics,Athletics Women's 4 x 400 metres Relay,
1971,Vladimir Afonin,M,24.0,Soviet Union,URS,1972 Summer,1972,Summer,Munich,Athletics,"Athletics Men's 5,000 metres",
1972,Inha Mykolavna Afonina,F,22.0,Unified Team,EUN,1992 Summer,1992,Summer,Barcelona,Diving,Diving Women's Platform,
1973,Nuno Miguel Figueiredo Afonso,M,21.0,Portugal,POR,1996 Summer,1996,Summer,Atlanta,Football,Football Men's Football,
1974,Paixo Afonso,M,25.0,Angola,ANG,2016 Summer,2016,Summer,Rio de Janeiro,Sailing,Sailing Men's Two Person Dinghy,
1975,Marina Anatolyevna Aframeyeva,F,25.0,Russia,RUS,2016 Summer,2016,Summer,Rio de Janeiro,Equestrianism,"Equestrianism Mixed Dressage, Individual",
1976,Felicia Afrsiloaie (-Jitianu),F,22.0,Romania,ROU,1976 Summer,1976,Summer,Montreal,Rowing,Rowing Women's Coxed Quadruple Sculls,Bronze
1977,Cecil Sebastian Afrika,M,28.0,South Africa,RSA,2016 Summer,2016,Summer,Rio de Janeiro,Rugby Sevens,Rugby Sevens Men's Rugby Sevens,Bronze
1978,Hannah Afriyie,F,20.0,Ghana,GHA,1972 Summer,1972,Summer,Munich,Athletics,Athletics Women's 100 metres,
1979,Hannah Afriyie,F,20.0,Ghana,GHA,1972 Summer,1972,Summer,Munich,Athletics,Athletics Women's 200 metres,
1980,Georgios Afroudakis,M,19.0,Greece,GRE,1996 Summer,1996,Summer,Atlanta,Water Polo,Water Polo Men's Water Polo,
1981,Georgios Afroudakis,M,23.0,Greece,GRE,2000 Summer,2000,Summer,Sydney,Water Polo,Water Polo Men's Water Polo,
1982,Georgios Afroudakis,M,27.0,Greece,GRE,2004 Summer,2004,Summer,Athina,Water Polo,Water Polo Men's Water Polo,
1983,Georgios Afroudakis,M,31.0,Greece,GRE,2008 Summer,2008,Summer,Beijing,Water Polo,Water Polo Men's Water Polo,
1984,Georgios Afroudakis,M,35.0,Greece,GRE,2012 Summer,2012,Summer,London,Water Polo,Water Polo Men's Water Polo,
1985,Khristos Afroudakis,M,20.0,Greece,GRE,2004 Summer,2004,Summer,Athina,Water Polo,Water Polo Men's Water Polo,
1986,Khristos Afroudakis,M,24.0,Greece,GRE,2008 Summer,2008,Summer,Beijing,Water Polo,Water Polo Men's Water Polo,
1987,Khristos Afroudakis,M,28.0,Greece,GRE,2012 Summer,2012,Summer,London,Water Polo,Water Polo Men's Water Polo,
1988,Khristos Afroudakis,M,32.0,Greece,GRE,2016 Summer,2016,Summer,Rio de Janeiro,Water Polo,Water Polo Men's Water Polo,
1989,Mehrdad Afsharian Tarshiz,M,37.0,Iran,IRI,1992 Summer,1992,Summer,Barcelona,Cycling,"Cycling Men's Individual Pursuit, 4,000 metres",
1990,Mehrdad Afsharian Tarshiz,M,37.0,Iran,IRI,1992 Summer,1992,Summer,Barcelona,Cycling,"Cycling Men's Team Pursuit, 4,000 metres",
1991,Ibrahim Afsharpour,M,21.0,Iran,IRI,1952 Summer,1952,Summer,Helsinki,Boxing,Boxing Men's Light-Welterweight,
1992,Mohammad Anwar Afzal,M,,Afghanistan,AFG,1948 Summer,1948,Summer,London,Football,Football Men's Football,
1993,Muhammad Afzal,M,25.0,Pakistan,PAK,1964 Summer,1964,Summer,Tokyo,Wrestling,"Wrestling Men's Welterweight, Freestyle",
1994,Muhammad Afzal,M,21.0,Pakistan,PAK,1988 Summer,1988,Summer,Seoul,Athletics,Athletics Men's 100 metres,
1995,Muhammad Afzal,M,21.0,Pakistan,PAK,1988 Summer,1988,Summer,Seoul,Athletics,Athletics Men's 200 metres,
1996,Muhammad Afzal,M,21.0,Pakistan,PAK,1988 Summer,1988,Summer,Seoul,Athletics,Athletics Men's 4 x 400 metres Relay,
1997,Muhammad Afzal Manna,M,25.0,Pakistan,PAK,1964 Summer,1964,Summer,Tokyo,Hockey,Hockey Men's Hockey,Silver
1998,Mirza Najib Aga,M,19.0,India,IND,1996 Summer,1996,Summer,Atlanta,Judo,Judo Men's Half-Lightweight,
2002,"Timothy Ernest Victor Kwizera ""Tim"" Agaba",M,27.0,South Africa,RSA,2016 Summer,2016,Summer,Rio de Janeiro,Rugby Sevens,Rugby Sevens Men's Rugby Sevens,Bronze
2003,Drago Agache,M,28.0,Romania,ROU,2012 Summer,2012,Summer,London,Swimming,Swimming Men's 100 metres Breaststroke,
2004,Lavinia Agache (-Carney),F,16.0,Romania,ROU,1984 Summer,1984,Summer,Los Angeles,Gymnastics,Gymnastics Women's Individual All-Around,
2005,Lavinia Agache (-Carney),F,16.0,Romania,ROU,1984 Summer,1984,Summer,Los Angeles,Gymnastics,Gymnastics Women's Team All-Around,Gold
2006,Lavinia Agache (-Carney),F,16.0,Romania,ROU,1984 Summer,1984,Summer,Los Angeles,Gymnastics,Gymnastics Women's Floor Exercise,
2007,Lavinia Agache (-Carney),F,16.0,Romania,ROU,1984 Summer,1984,Summer,Los Angeles,Gymnastics,Gymnastics Women's Horse Vault,Bronze
2008,Lavinia Agache (-Carney),F,16.0,Romania,ROU,1984 Summer,1984,Summer,Los Angeles,Gymnastics,Gymnastics Women's Uneven Bars,
2009,Lavinia Agache (-Carney),F,16.0,Romania,ROU,1984 Summer,1984,Summer,Los Angeles,Gymnastics,Gymnastics Women's Balance Beam,
2010,Aleksandr Agafonov,M,21.0,Uzbekistan,UZB,1996 Summer,1996,Summer,Atlanta,Swimming,Swimming Men's 4 x 200 metres Freestyle Relay,
2011,Aleksandr Agafonov,M,25.0,Uzbekistan,UZB,2000 Summer,2000,Summer,Sydney,Swimming,Swimming Men's 100 metres Freestyle,
2012,Aleksandr Agafonov,M,29.0,Uzbekistan,UZB,2004 Summer,2004,Summer,Athina,Swimming,Swimming Men's 100 metres Freestyle,
2014,Alphonsine Agahozo,F,16.0,Rwanda,RWA,2012 Summer,2012,Summer,London,Swimming,Swimming Women's 50 metres Freestyle,
2015,Victor Okechukwu Agali,M,21.0,Nigeria,NGR,2000 Summer,2000,Summer,Sydney,Football,Football Men's Football,
2016,Luca Agamennoni,M,24.0,Italy,ITA,2004 Summer,2004,Summer,Athina,Rowing,Rowing Men's Coxless Fours,Bronze
2017,Luca Agamennoni,M,27.0,Italy,ITA,2008 Summer,2008,Summer,Beijing,Rowing,Rowing Men's Quadruple Sculls,Silver
2018,Luca Agamennoni,M,31.0,Italy,ITA,2012 Summer,2012,Summer,London,Rowing,Rowing Men's Coxless Fours,
2019,Luca Agamennoni,M,35.0,Italy,ITA,2016 Summer,2016,Summer,Rio de Janeiro,Rowing,Rowing Men's Coxed Eights,
2021,Eldijana Dana Aganovi (-Bentsen),F,24.0,Croatia,CRO,1996 Summer,1996,Summer,Atlanta,Table Tennis,Table Tennis Women's Doubles,
2022,Eldijana Dana Aganovi (-Bentsen),F,28.0,Croatia,CRO,2000 Summer,2000,Summer,Sydney,Table Tennis,Table Tennis Women's Singles,
2023,Eldijana Dana Aganovi (-Bentsen),F,28.0,Croatia,CRO,2000 Summer,2000,Summer,Sydney,Table Tennis,Table Tennis Women's Doubles,
2024,Gennady Mikhaylovich Agapov,M,30.0,Soviet Union,URS,1964 Summer,1964,Summer,Tokyo,Athletics,Athletics Men's 50 kilometres Walk,
2025,Gennady Mikhaylovich Agapov,M,34.0,Soviet Union,URS,1968 Summer,1968,Summer,Mexico City,Athletics,Athletics Men's 50 kilometres Walk,
2026,Francilla Agar (-Schofield),F,25.0,Dominica,DMA,2000 Summer,2000,Summer,Sydney,Swimming,Swimming Women's 50 metres Freestyle,
2029,"Steven Kirwan ""Steve"" Agar",M,28.0,Dominica,DMA,1996 Summer,1996,Summer,Atlanta,Athletics,"Athletics Men's 1,500 metres",
2030,Arturo Ernesto Agard,M,31.0,Panama,PAN,1968 Summer,1968,Summer,Mexico City,Basketball,Basketball Men's Basketball,
2031,Andre Kirk Agassi,M,26.0,United States,USA,1996 Summer,1996,Summer,Atlanta,Tennis,Tennis Men's Singles,Gold
2032,Andre Kirk Agassi,M,26.0,United States,USA,1996 Summer,1996,Summer,Atlanta,Tennis,Tennis Men's Doubles,
2033,Arthure Agathine,M,19.0,Seychelles,SEY,1980 Summer,1980,Summer,Moskva,Athletics,Athletics Men's Triple Jump,
2034,Krikor Agathon,M,23.0,Egypt,EGY,1924 Summer,1924,Summer,Paris,Shooting,"Shooting Men's Rapid-Fire Pistol, 25 metres",
2035,Krikor Agathon,M,23.0,Egypt,EGY,1924 Summer,1924,Summer,Paris,Fencing,"Fencing Men's epee, Individual",
2036,Krikor Agathon,M,35.0,Egypt,EGY,1936 Summer,1936,Summer,Berlin,Shooting,"Shooting Men's Rapid-Fire Pistol, 25 metres",
2037,Rstm Aayev,M,22.0,Azerbaijan,AZE,2004 Summer,2004,Summer,Athina,Wrestling,"Wrestling Men's Heavyweight, Freestyle",
2038,Vilayt Aayev,M,24.0,Azerbaijan,AZE,1996 Summer,1996,Summer,Atlanta,Wrestling,"Wrestling Men's Bantamweight, Greco-Roman",
2041,Gladstone Agbamu,M,27.0,Nigeria,NGR,1972 Summer,1972,Summer,Munich,Athletics,Athletics Men's 400 metres Hurdles,
2042,Leopold Agbazo,M,27.0,Benin,BEN,1972 Summer,1972,Summer,Munich,Boxing,Boxing Men's Bantamweight,
2043,Ajayi Agbebaku,M,29.0,Nigeria,NGR,1984 Summer,1984,Summer,Los Angeles,Athletics,Athletics Men's Triple Jump,
2044,Clarisse Agbegnenou,F,23.0,France,FRA,2016 Summer,2016,Summer,Rio de Janeiro,Judo,Judo Women's Half-Middleweight,Silver
2045,Agberto Correa de Matos,M,24.0,Brazil,BRA,1996 Summer,1996,Summer,Atlanta,Handball,Handball Men's Handball,
2046,Agberto Correa de Matos,M,32.0,Brazil,BRA,2004 Summer,2004,Summer,Athina,Handball,Handball Men's Handball,
2047,Sonya Agbssi,F,19.0,Benin,BEN,1992 Summer,1992,Summer,Barcelona,Athletics,Athletics Women's Long Jump,
2048,Komi-Mawussi Agbetoglo,M,18.0,Togo,TOG,2012 Summer,2012,Summer,London,Table Tennis,Table Tennis Men's Singles,
2049,Francis Agbo,M,22.0,France,FRA,1980 Summer,1980,Summer,Moskva,Athletics,Athletics Men's High Jump,
2050,"Jos V. Agdamag, Jr.",M,39.0,Philippines,PHI,1960 Summer,1960,Summer,Roma,Shooting,"Shooting Men's Free Pistol, 50 metres",
2051,"Jos V. Agdamag, Jr.",M,47.0,Philippines,PHI,1968 Summer,1968,Summer,Mexico City,Shooting,"Shooting Mixed Free Pistol, 50 metres",
2052,"William Ashby ""Bill"" Agee",M,22.0,United States,USA,1928 Summer,1928,Summer,Amsterdam,Athletics,Athletics Men's Marathon,
2054,Craig John Agena,M,23.0,United States,USA,1984 Summer,1984,Summer,Los Angeles,Judo,Judo Men's Half-Lightweight,
2055,Ronald Jean-Martin Agnor,M,23.0,Haiti,HAI,1988 Summer,1988,Summer,Seoul,Tennis,Tennis Men's Singles,
2056,Ronald Jean-Martin Agnor,M,31.0,Haiti,HAI,1996 Summer,1996,Summer,Atlanta,Tennis,Tennis Men's Singles,
2057,Franco Agentho,M,22.0,Uganda,UGA,1996 Summer,1996,Summer,Atlanta,Boxing,Boxing Men's Lightweight,
2058,Wendy Caroline Ager-Grant,F,23.0,Great Britain,GBR,1976 Summer,1976,Summer,Montreal,Fencing,"Fencing Women's Foil, Individual",
2059,Wendy Caroline Ager-Grant,F,23.0,Great Britain,GBR,1976 Summer,1976,Summer,Montreal,Fencing,"Fencing Women's Foil, Team",
2060,Wendy Caroline Ager-Grant,F,27.0,Great Britain,GBR,1980 Summer,1980,Summer,Moskva,Fencing,"Fencing Women's Foil, Team",
2061,Jesper Agergrd Jensen,M,25.0,Denmark,DEN,2000 Summer,2000,Summer,Sydney,Cycling,"Cycling Men's Mountainbike, Cross-Country",
2062,Henrik Agersborg,M,47.0,Stella-2,NOR,1920 Summer,1920,Summer,Antwerpen,Sailing,Sailing Mixed 6 metres,Bronze
2063,Maia Kristiane Agerup,F,21.0,Norway,NOR,2016 Summer,2016,Summer,Rio de Janeiro,Sailing,Sailing Women's Skiff,
2064,Ragna Agerup,F,21.0,Norway,NOR,2016 Summer,2016,Summer,Rio de Janeiro,Sailing,Sailing Women's Skiff,
2065,Viktor Ivanovich Ageyev,M,20.0,Soviet Union,URS,1956 Summer,1956,Summer,Melbourne,Water Polo,Water Polo Men's Water Polo,Bronze
2066,Viktor Ivanovich Ageyev,M,24.0,Soviet Union,URS,1960 Summer,1960,Summer,Roma,Water Polo,Water Polo Men's Water Polo,Silver
2067,Viktor Ivanovich Ageyev,M,28.0,Soviet Union,URS,1964 Summer,1964,Summer,Tokyo,Water Polo,Water Polo Men's Water Polo,Bronze
2068,Krishnan Kumar Aggarwal,M,21.0,Kenya,KEN,1960 Summer,1960,Summer,Roma,Hockey,Hockey Men's Hockey,
2069,Krishnan Kumar Aggarwal,M,25.0,Kenya,KEN,1964 Summer,1964,Summer,Tokyo,Hockey,Hockey Men's Hockey,
2070,Neha Aggarwal,F,18.0,India,IND,2008 Summer,2008,Summer,Beijing,Table Tennis,Table Tennis Women's Singles,
2072,Harald Agger,M,19.0,Denmark,DEN,1908 Summer,1908,Summer,London,Athletics,Athletics Men's Hammer Throw,
2073,Khoudir Aggoune,M,23.0,Algeria,ALG,2004 Summer,2004,Summer,Athina,Athletics,"Athletics Men's 5,000 metres",
2074,Edward Jeff Aggrey-Fynn,M,29.0,Ghana,GHA,1964 Summer,1964,Summer,Tokyo,Football,Football Men's Football,
2075,Adalbert Agh,M,26.0,Romania,ROU,1972 Summer,1972,Summer,Munich,Rowing,Rowing Men's Coxless Fours,
2076,Istvn gh,M,22.0,Hungary,HUN,1992 Summer,1992,Summer,Barcelona,Shooting,"Shooting Men's Air Pistol, 10 metres",
2077,Istvn gh,M,22.0,Hungary,HUN,1992 Summer,1992,Summer,Barcelona,Shooting,"Shooting Men's Free Pistol, 50 metres",
2078,Norbert gh,M,18.0,Hungary,HUN,1988 Summer,1988,Summer,Seoul,Swimming,Swimming Men's 200 metres Freestyle,
2079,Norbert gh,M,18.0,Hungary,HUN,1988 Summer,1988,Summer,Seoul,Swimming,"Swimming Men's 1,500 metres Freestyle",
2080,Olivr gh,M,17.0,Hungary,HUN,1992 Summer,1992,Summer,Barcelona,Swimming,Swimming Men's 100 metres Backstroke,
2081,Olivr gh,M,17.0,Hungary,HUN,1992 Summer,1992,Summer,Barcelona,Swimming,Swimming Men's 200 metres Backstroke,
2082,Olivr gh,M,21.0,Hungary,HUN,1996 Summer,1996,Summer,Atlanta,Swimming,Swimming Men's 200 metres Backstroke,
2083,Mamed Aghaev,M,28.0,Armenia,ARM,2004 Summer,2004,Summer,Athina,Wrestling,"Wrestling Men's Light-Heavyweight, Freestyle",
2084,Julius Aghahowa,M,18.0,Nigeria,NGR,2000 Summer,2000,Summer,Sydney,Football,Football Men's Football,
2085,Nasser Aghaie,M,20.0,Iran,IRI,1964 Summer,1964,Summer,Tokyo,Boxing,Boxing Men's Flyweight,
2086,Emanoul B. Aghasi (Agassian-),M,17.0,Iran,IRI,1948 Summer,1948,Summer,London,Boxing,Boxing Men's Bantamweight,
2087,Emanoul B. Aghasi (Agassian-),M,21.0,Iran,IRI,1952 Summer,1952,Summer,Helsinki,Boxing,Boxing Men's Featherweight,
2088,Levon Aghasyan,M,21.0,Armenia,ARM,2016 Summer,2016,Summer,Rio de Janeiro,Athletics,Athletics Men's Triple Jump,
2089,Joseph Aghoghovbia,M,27.0,Nigeria,NGR,1968 Summer,1968,Summer,Mexico City,Football,Football Men's Football,
2090,Naroa Agirre Kamio,F,25.0,Spain,ESP,2004 Summer,2004,Summer,Athina,Athletics,Athletics Women's Pole Vault,
2091,Naroa Agirre Kamio,F,29.0,Spain,ESP,2008 Summer,2008,Summer,Beijing,Athletics,Athletics Women's Pole Vault,
2092,Vladimir Agishev,M,27.0,Soviet Union,URS,1972 Summer,1972,Summer,Munich,Shooting,"Shooting Mixed Small-Bore Rifle, Three Positions, 50 metres",
2093,Joanna Jane Agius,F,22.0,Malta,MLT,1980 Summer,1980,Summer,Moskva,Archery,Archery Women's Individual,
2094,Joanna Jane Agius,F,26.0,Malta,MLT,1984 Summer,1984,Summer,Los Angeles,Archery,Archery Women's Individual,
2095,Joanna Jane Agius,F,30.0,Malta,MLT,1988 Summer,1988,Summer,Seoul,Archery,Archery Women's Individual,
2096,Neil Agius,M,18.0,Malta,MLT,2004 Summer,2004,Summer,Athina,Swimming,Swimming Men's 400 metres Freestyle,
2097,Umberto Agliorini,M,,Italy,ITA,1908 Summer,1908,Summer,London,Gymnastics,Gymnastics Men's Team All-Around,
2098,Marilyn Agliotti,F,21.0,South Africa,RSA,2000 Summer,2000,Summer,Sydney,Hockey,Hockey Women's Hockey,
2099,Marilyn Agliotti,F,29.0,Netherlands,NED,2008 Summer,2008,Summer,Beijing,Hockey,Hockey Women's Hockey,Gold
2100,Marilyn Agliotti,F,33.0,Netherlands,NED,2012 Summer,2012,Summer,London,Hockey,Hockey Women's Hockey,Gold
2101,Aurlien Agnan,M,22.0,Benin,BEN,1980 Summer,1980,Summer,Moskva,Boxing,Boxing Men's Light-Welterweight,
2109,Yannick Agnel,M,20.0,France,FRA,2012 Summer,2012,Summer,London,Swimming,Swimming Men's 100 metres Freestyle,
2110,Yannick Agnel,M,20.0,France,FRA,2012 Summer,2012,Summer,London,Swimming,Swimming Men's 200 metres Freestyle,Gold
2111,Yannick Agnel,M,20.0,France,FRA,2012 Summer,2012,Summer,London,Swimming,Swimming Men's 4 x 100 metres Freestyle Relay,Gold
2112,Yannick Agnel,M,20.0,France,FRA,2012 Summer,2012,Summer,London,Swimming,Swimming Men's 4 x 200 metres Freestyle Relay,Silver
2113,Yannick Agnel,M,20.0,France,FRA,2012 Summer,2012,Summer,London,Swimming,Swimming Men's 4 x 100 metres Medley Relay,
2114,Yannick Agnel,M,24.0,France,FRA,2016 Summer,2016,Summer,Rio de Janeiro,Swimming,Swimming Men's 200 metres Freestyle,
2115,Robert David Garrick Agnew,M,17.0,Australia,AUS,1948 Summer,1948,Summer,London,Swimming,Swimming Men's 400 metres Freestyle,
2116,Robert David Garrick Agnew,M,17.0,Australia,AUS,1948 Summer,1948,Summer,London,Swimming,"Swimming Men's 1,500 metres Freestyle",
2117,Robert David Garrick Agnew,M,21.0,Australia,AUS,1952 Summer,1952,Summer,Helsinki,Swimming,Swimming Men's 400 metres Freestyle,
2118,Robert David Garrick Agnew,M,21.0,Australia,AUS,1952 Summer,1952,Summer,Helsinki,Swimming,"Swimming Men's 1,500 metres Freestyle",
2119,Robert David Garrick Agnew,M,21.0,Australia,AUS,1952 Summer,1952,Summer,Helsinki,Swimming,Swimming Men's 4 x 200 metres Freestyle Relay,
2120,Claudio Agnisetta,M,20.0,Italy,ITA,1964 Summer,1964,Summer,Tokyo,Canoeing,"Canoeing Men's Kayak Fours, 1,000 metres",
